0-BDX,2-BDX,53-BDX,54-BDX,70-BDX,72-BDX,,,,,,,,,,,0.20556           0     0.21829           0     0.11415
12.86781208,14358.51256,22184.79022,1253.93162,4624.833725,11084.02103,,0.340861635,0.672825639,0.552781159,0.595371189,0.742135709,0.715693259,0.571451042,,,0.340861635
11.29686066,12043.0082,13353.59567,612.2973573,4214.501584,9963.455459,,0.292410445,0.640598668,0.507290808,0.52019757,0.577352301,0.684577401,0.544034278,,,0.292410445
8.225260855,3670.890266,2650.162125,411.1367956,2729.668393,9953.158245,,0.247294259,0.577586942,0.342812348,0.429086924,0.525690592,0.571981158,0.543782337,,,0.247294259
3.544820143,-3122.276038,-6573.221853,112.3292394,941.8445532,6996.999091,,0.194852893,0.481570968,0.20935394,0.350574878,0.448951349,0.43640886,0.471454291,,,0.194852893
-8.303045542,-2034.446472,-12129.9365,-469.483365,-378.2987445,1946.194532,,0.152522724,0.238520273,0.230725417,0.303274555,0.299531237,0.3363012,0.347876768,,,0.152522724
-12.03064608,5825.502051,-13466.23373,-329.2296884,-973.1761736,366.5690693,,0.187715568,0.16205115,0.385141807,0.291899616,0.335550945,0.291191106,0.309228232,,,0.187715568
-13.19661064,13075.15079,-12020.16448,279.509948,-1120.789726,1520.951397,,0.254343289,0.138132201,0.52756826,0.304208966,0.491886411,0.279997437,0.337472387,,,0.254343289
-6.141814533,13022.0103,-9723.605593,82.03464103,-1244.978766,-4.905799687,,0.238796488,0.282856419,0.526524263,0.323757923,0.441171143,0.27058007,0.300139394,,,0.238796488
-6.427528088,5440.520305,-7419.732112,-706.6213065,-1527.082453,-3296.687463,,0.154772852,0.276995205,0.377578464,0.343369144,0.238629879,0.249187892,0.219599706,,,0.154772852
-8.394676741,-4104.203965,-5950.760077,-1125.203469,-1850.367115,-3985.073067,,0.090838507,0.236640523,0.190063004,0.355873448,0.131130328,0.224672924,0.202757045,,,0.090838507
-16.02470592,-9911.986658,-7626.979916,-1318.156055,-2041.374669,-3287.161718,,0.058516303,0.080115801,0.075963422,0.341604992,0.081576577,0.210188649,0.219832771,,,0.058516303
-18.36760637,-10772.34442,-13745.9934,-1584.003067,-2101.98879,-3904.567806,,0.038413846,0.032052833,0.059060851,0.289518223,0.013302205,0.205592225,0.204726759,,,0.038413846
-19.40487779,-9479.876012,-20717.64443,-1572.742802,-2193.835579,-4308.392412,,0.043136806,0.010773934,0.084452659,0.230173563,0.016194047,0.1986274,0.194846424,,,0.043136806
-17.42175151,-8846.73589,-22368.53849,-1338.770077,-2429.45647,-3657.12868,,0.060629322,0.051456386,0.096891317,0.216120687,0.07628252,0.180760055,0.210780827,,,0.060629322
-17.13311697,-9023.447202,-17877.11766,-1282.200551,-2723.61395,-3768.659985,,0.062775527,0.057377522,0.09341965,0.254352928,0.090810608,0.158453827,0.208052002,,,0.062775527
-16.82426286,-8659.958378,-14072.76705,-1269.428164,-2871.898261,-4214.374573,,0.063714647,0.063713448,0.100560744,0.286736633,0.09409079,0.147209294,0.197146748,,,0.063714647
